entry_time,entry_price,direction,size,stop_loss,profit_target,exit_after_bar,magic_number,open_equity,exit_time,exit_price,exit_reason,profit,close_equity
2025-07-30 07:14:33.673,3818.37,long,1,3817.0699999999997,3819.92,1435,11111,10087.49999999996,2025-07-30 07:14:48.653,3817.0699999999997,stop_loss,-1.300000000000182,10086.19999999996
2025-07-30 07:15:00.085,3817.23,long,1,3815.93,3818.78,1436,11111,10086.19999999996,2025-07-30 07:15:00.285,3818.78,profit_target,1.550000000000182,10087.74999999996
2025-07-30 07:16:00.175,3816.91,long,1,3815.6099999999997,3818.46,1437,11111,10087.74999999996,2025-07-30 07:16:09.876,3815.6099999999997,stop_loss,-1.300000000000182,10086.44999999996
2025-07-30 07:18:04.241,3818.65,long,1,3817.35,3820.2000000000003,1439,11111,10086.44999999996,2025-07-30 07:18:14.912,3817.35,stop_loss,-1.300000000000182,10085.149999999961
2025-07-30 07:19:43.835,3816.74,long,1,3815.4399999999996,3818.29,1440,11111,10085.149999999961,2025-07-30 07:19:56.213,3815.4399999999996,stop_loss,-1.300000000000182,10083.849999999962
2025-07-30 07:20:01.387,3816.99,long,1,3815.6899999999996,3818.54,1441,11111,10083.849999999962,2025-07-30 07:20:04.024,3815.6899999999996,stop_loss,-1.300000000000182,10082.549999999963
2025-07-30 07:25:18.194,3815.0,short,1,3816.3,3813.45,1446,11111,10082.549999999963,2025-07-30 07:25:31.901,3816.3,stop_loss,-1.300000000000182,10081.249999999964
2025-07-30 07:27:28.158,3818.1,long,1,3816.7999999999997,3819.65,1448,11111,10081.249999999964,2025-07-30 07:27:40.465,3819.65,profit_target,1.550000000000182,10082.799999999963
2025-07-30 07:39:31.833,3816.2,short,1,3817.5,3814.6499999999996,1460,11111,10082.799999999963,2025-07-30 07:40:03.220,3814.6499999999996,profit_target,1.550000000000182,10084.349999999962
2025-07-30 07:41:00.142,3821.61,short,1,3822.9100000000003,3820.06,1462,11111,10084.349999999962,2025-07-30 07:41:00.142,3820.06,profit_target,1.550000000000182,10085.899999999961
2025-07-30 07:43:05.482,3815.54,long,1,3814.24,3817.09,1464,11111,10085.899999999961,2025-07-30 07:43:22.751,3817.09,profit_target,1.550000000000182,10087.44999999996
2025-07-30 07:44:00.011,3814.66,long,1,3813.3599999999997,3816.21,1465,11111,10087.44999999996,2025-07-30 07:44:00.011,3816.21,profit_target,1.550000000000182,10088.99999999996
2025-07-30 07:45:00.015,3814.27,long,1,3812.97,3815.82,1466,11111,10088.99999999996,2025-07-30 07:45:00.015,3815.82,profit_target,1.550000000000182,10090.54999999996
2025-07-30 08:11:34.364,3812.51,short,1,3813.8100000000004,3810.96,1492,11111,10090.54999999996,2025-07-30 08:11:44.329,3810.96,profit_target,1.550000000000182,10092.099999999959
2025-07-30 08:29:57.289,3815.83,long,1,3814.5299999999997,3817.38,1510,11111,10092.099999999959,2025-07-30 08:29:57.289,3814.5299999999997,stop_loss,-1.300000000000182,10090.79999999996
2025-07-30 08:32:04.194,3809.85,short,1,3811.15,3808.2999999999997,1513,11111,10090.79999999996,2025-07-30 08:32:21.980,3808.2999999999997,profit_target,1.550000000000182,10092.349999999959
2025-07-30 08:33:00.060,3815.94,short,1,3817.2400000000002,3814.39,1514,11111,10092.349999999959,2025-07-30 08:33:00.060,3814.39,profit_target,1.550000000000182,10093.899999999958
2025-07-30 08:34:00.051,3810.19,short,1,3811.4900000000002,3808.64,1515,11111,10093.899999999958,2025-07-30 08:34:00.051,3808.64,profit_target,1.550000000000182,10095.449999999957
2025-07-30 08:35:00.026,3809.94,long,1,3808.64,3811.4900000000002,1516,11111,10095.449999999957,2025-07-30 08:35:00.026,3811.4900000000002,profit_target,1.550000000000182,10096.999999999956
2025-07-30 09:18:00.173,3803.86,long,1,3802.56,3805.4100000000003,1559,11111,10096.999999999956,2025-07-30 09:18:02.603,3805.4100000000003,profit_target,1.550000000000182,10098.549999999956
2025-07-30 09:20:14.061,3804.99,long,1,3803.6899999999996,3806.54,1561,11111,10098.549999999956,2025-07-30 09:20:19.286,3806.54,profit_target,1.550000000000182,10100.099999999955
2025-07-30 09:21:00.124,3803.77,short,1,3805.07,3802.22,1562,11111,10100.099999999955,2025-07-30 09:22:03.374,3805.07,stop_loss,-1.300000000000182,10098.799999999956
2025-07-30 09:23:39.894,3803.43,short,1,3804.73,3801.8799999999997,1564,11111,10098.799999999956,2025-07-30 09:24:50.824,3801.8799999999997,profit_target,1.550000000000182,10100.349999999955
2025-07-30 09:46:09.850,3779.48,long,1,3778.18,3781.03,1587,11111,10100.349999999955,2025-07-30 09:46:20.564,3781.03,profit_target,1.550000000000182,10101.899999999954
2025-07-30 09:47:00.067,3778.0,long,1,3776.7,3779.55,1588,11111,10101.899999999954,2025-07-30 09:47:00.067,3779.55,profit_target,1.550000000000182,10103.449999999953
2025-07-30 09:48:16.853,3779.04,short,1,3780.34,3777.49,1589,11111,10103.449999999953,2025-07-30 09:49:03.152,3780.34,stop_loss,-1.300000000000182,10102.149999999954
2025-07-30 09:50:00.050,3781.63,short,1,3782.9300000000003,3780.08,1591,11111,10102.149999999954,2025-07-30 09:50:45.813,3782.9300000000003,stop_loss,-1.300000000000182,10100.849999999955
2025-07-30 10:12:00.048,3791.48,long,1,3790.18,3793.03,1613,11111,10100.849999999955,2025-07-30 10:12:00.048,3793.03,profit_target,1.550000000000182,10102.399999999954
2025-07-30 10:17:12.303,3793.99,short,1,3795.29,3792.4399999999996,1618,11111,10102.399999999954,2025-07-30 10:17:29.445,3792.4399999999996,profit_target,1.550000000000182,10103.949999999953
2025-07-30 10:18:00.040,3796.8,short,1,3798.1000000000004,3795.25,1619,11111,10103.949999999953,2025-07-30 10:18:00.040,3795.25,profit_target,1.550000000000182,10105.499999999953
2025-07-30 10:19:00.148,3794.49,short,1,3795.79,3792.9399999999996,1620,11111,10105.499999999953,2025-07-30 10:19:00.148,3792.9399999999996,profit_target,1.550000000000182,10107.049999999952
2025-07-30 10:20:00.255,3789.37,long,1,3788.0699999999997,3790.92,1621,11111,10107.049999999952,2025-07-30 10:20:00.255,3790.92,profit_target,1.550000000000182,10108.599999999951
2025-07-30 10:21:00.233,3791.53,long,1,3790.23,3793.0800000000004,1622,11111,10108.599999999951,2025-07-30 10:21:00.233,3793.0800000000004,profit_target,1.550000000000182,10110.14999999995
2025-07-30 10:22:00.142,3794.9,long,1,3793.6,3796.4500000000003,1623,11111,10110.14999999995,2025-07-30 10:22:00.142,3796.4500000000003,profit_target,1.550000000000182,10111.69999999995
2025-07-30 10:23:00.220,3795.49,long,1,3794.1899999999996,3797.04,1624,11111,10111.69999999995,2025-07-30 10:23:01.702,3797.04,profit_target,1.550000000000182,10113.249999999949
2025-07-30 10:24:00.048,3798.41,long,1,3797.1099999999997,3799.96,1625,11111,10113.249999999949,2025-07-30 10:25:40.847,3799.96,profit_target,1.550000000000182,10114.799999999948
2025-07-30 10:26:00.429,3798.89,long,1,3797.5899999999997,3800.44,1627,11111,10114.799999999948,2025-07-30 10:26:00.429,3800.44,profit_target,1.550000000000182,10116.349999999948
2025-07-30 10:27:00.125,3799.36,short,1,3800.6600000000003,3797.81,1628,11111,10116.349999999948,2025-07-30 10:27:00.125,3797.81,profit_target,1.550000000000182,10117.899999999947
2025-07-30 10:28:00.197,3800.97,short,1,3802.27,3799.4199999999996,1629,11111,10117.899999999947,2025-07-30 10:28:00.197,3799.4199999999996,profit_target,1.550000000000182,10119.449999999946
2025-07-30 10:30:01.429,3796.58,short,1,3797.88,3795.0299999999997,1631,11111,10119.449999999946,2025-07-30 10:30:12.814,3795.0299999999997,profit_target,1.550000000000182,10120.999999999945
2025-07-30 10:33:12.535,3797.99,long,1,3796.6899999999996,3799.54,1634,11111,10120.999999999945,2025-07-30 10:34:26.289,3796.6899999999996,stop_loss,-1.300000000000182,10119.699999999946
2025-07-30 10:35:07.215,3797.36,long,1,3796.06,3798.9100000000003,1636,11111,10119.699999999946,2025-07-30 10:36:23.218,3798.9100000000003,profit_target,1.550000000000182,10121.249999999945
2025-07-30 10:37:00.216,3795.31,long,1,3794.0099999999998,3796.86,1638,11111,10121.249999999945,2025-07-30 10:37:00.216,3796.86,profit_target,1.550000000000182,10122.799999999945
2025-07-30 10:47:24.447,3798.59,short,1,3799.8900000000003,3797.04,1648,11111,10122.799999999945,2025-07-30 10:47:39.388,3797.04,profit_target,1.550000000000182,10124.349999999944
2025-07-30 11:16:26.541,3777.18,short,1,3778.48,3775.6299999999997,1677,11111,10124.349999999944,2025-07-30 11:16:49.614,3775.6299999999997,profit_target,1.550000000000182,10125.899999999943
2025-07-30 11:17:00.008,3780.18,short,1,3781.48,3778.6299999999997,1678,11111,10125.899999999943,2025-07-30 11:17:00.008,3778.6299999999997,profit_target,1.550000000000182,10127.449999999943
2025-07-30 11:18:00.012,3777.69,short,1,3778.9900000000002,3776.14,1679,11111,10127.449999999943,2025-07-30 11:18:00.012,3776.14,profit_target,1.550000000000182,10128.999999999942
2025-07-30 11:19:00.018,3774.13,short,1,3775.4300000000003,3772.58,1680,11111,10128.999999999942,2025-07-30 11:19:00.018,3772.58,profit_target,1.550000000000182,10130.549999999941
2025-07-30 11:20:00.007,3770.26,short,1,3771.5600000000004,3768.71,1681,11111,10130.549999999941,2025-07-30 11:20:00.007,3768.71,profit_target,1.550000000000182,10132.09999999994
2025-07-30 11:21:00.395,3764.99,short,1,3766.29,3763.4399999999996,1682,11111,10132.09999999994,2025-07-30 11:21:06.187,3766.29,stop_loss,-1.300000000000182,10130.799999999941
2025-07-30 11:22:33.214,3764.57,short,1,3765.8700000000003,3763.02,1683,11111,10130.799999999941,2025-07-30 11:22:41.726,3765.8700000000003,stop_loss,-1.300000000000182,10129.499999999942
2025-07-30 11:23:00.013,3764.15,long,1,3762.85,3765.7000000000003,1684,11111,10129.499999999942,2025-07-30 11:23:00.013,3765.7000000000003,profit_target,1.550000000000182,10131.049999999941
2025-07-30 11:45:00.024,3760.74,short,1,3762.04,3759.1899999999996,1706,11111,10131.049999999941,2025-07-30 11:45:00.024,3759.1899999999996,profit_target,1.550000000000182,10132.59999999994
2025-07-30 11:47:59.253,3753.9,short,1,3755.2000000000003,3752.35,1708,11111,10132.59999999994,2025-07-30 11:48:11.901,3755.2000000000003,stop_loss,-1.300000000000182,10131.299999999941
2025-07-30 12:00:20.646,3757.74,long,1,3756.4399999999996,3759.29,1721,11111,10131.299999999941,2025-07-30 12:00:44.483,3756.4399999999996,stop_loss,-1.300000000000182,10129.999999999942
2025-07-30 12:01:00.011,3755.54,long,1,3754.24,3757.09,1722,11111,10129.999999999942,2025-07-30 12:01:17.774,3754.24,stop_loss,-1.300000000000182,10128.699999999943
2025-07-30 12:03:35.005,3756.61,long,1,3755.31,3758.1600000000003,1724,11111,10128.699999999943,2025-07-30 12:03:55.585,3758.1600000000003,profit_target,1.550000000000182,10130.249999999942
2025-07-30 12:10:53.194,3750.65,short,1,3751.9500000000003,3749.1,1731,11111,10130.249999999942,2025-07-30 12:11:11.498,3749.1,profit_target,1.550000000000182,10131.799999999941
2025-07-30 12:12:00.005,3754.16,short,1,3755.46,3752.6099999999997,1733,11111,10131.799999999941,2025-07-30 12:12:00.005,3752.6099999999997,profit_target,1.550000000000182,10133.34999999994
2025-07-30 12:13:00.131,3751.0,long,1,3749.7,3752.55,1734,11111,10133.34999999994,2025-07-30 12:13:00.131,3752.55,profit_target,1.550000000000182,10134.89999999994
2025-07-30 12:14:00.155,3748.69,long,1,3747.39,3750.2400000000002,1735,11111,10134.89999999994,2025-07-30 12:14:00.155,3750.2400000000002,profit_target,1.550000000000182,10136.449999999939
2025-07-30 12:15:14.320,3754.53,short,1,3755.8300000000004,3752.98,1736,11111,10136.449999999939,2025-07-30 12:15:23.641,3752.98,profit_target,1.550000000000182,10137.999999999938
2025-07-30 12:16:00.168,3758.89,short,1,3760.19,3757.3399999999997,1737,11111,10137.999999999938,2025-07-30 12:16:00.168,3757.3399999999997,profit_target,1.550000000000182,10139.549999999937
2025-07-30 12:17:00.007,3758.56,short,1,3759.86,3757.0099999999998,1738,11111,10139.549999999937,2025-07-30 12:17:00.007,3757.0099999999998,profit_target,1.550000000000182,10141.099999999937
2025-07-30 12:18:00.058,3749.7,long,1,3748.3999999999996,3751.25,1739,11111,10141.099999999937,2025-07-30 12:18:00.058,3751.25,profit_target,1.550000000000182,10142.649999999936
2025-07-30 12:19:12.878,3755.17,long,1,3753.87,3756.7200000000003,1740,11111,10142.649999999936,2025-07-30 12:19:27.060,3753.87,stop_loss,-1.300000000000182,10141.349999999937
2025-07-30 12:42:36.764,3771.26,short,1,3772.5600000000004,3769.71,1763,11111,10141.349999999937,2025-07-30 12:42:45.626,3769.71,profit_target,1.550000000000182,10142.899999999936
2025-07-30 12:43:25.658,3774.72,long,1,3773.4199999999996,3776.27,1764,11111,10142.899999999936,2025-07-30 12:43:46.897,3773.4199999999996,stop_loss,-1.300000000000182,10141.599999999937
2025-07-30 13:05:00.005,3772.5,short,1,3773.8,3770.95,1786,11111,10141.599999999937,2025-07-30 13:05:00.005,3770.95,profit_target,1.550000000000182,10143.149999999936
2025-07-30 13:06:20.204,3773.37,long,1,3772.0699999999997,3774.92,1787,11111,10143.149999999936,2025-07-30 13:06:27.012,3774.92,profit_target,1.550000000000182,10144.699999999935
2025-07-30 13:14:29.028,3767.43,short,1,3768.73,3765.8799999999997,1795,11111,10144.699999999935,2025-07-30 13:14:32.538,3765.8799999999997,profit_target,1.550000000000182,10146.249999999935
2025-07-30 13:15:37.478,3775.41,long,1,3774.1099999999997,3776.96,1796,11111,10146.249999999935,2025-07-30 13:15:41.336,3774.1099999999997,stop_loss,-1.300000000000182,10144.949999999935
2025-07-30 13:16:00.010,3777.15,short,1,3778.4500000000003,3775.6,1797,11111,10144.949999999935,2025-07-30 13:16:00.010,3775.6,profit_target,1.550000000000182,10146.499999999935
