entry_time,entry_price,direction,size,stop_loss,profit_target,exit_after_bar,magic_number,open_equity,exit_time,exit_price,exit_reason,profit,close_equity
2025-07-30 00:20:00.010,3788.37,short,1,3789.67,3786.8199999999997,1021,11111,10000.0,2025-07-30 00:20:00.010,3786.8199999999997,profit_target,1.550000000000182,10001.55
2025-07-30 00:21:00.118,3784.8,short,1,3786.1000000000004,3783.25,1022,11111,10001.55,2025-07-30 00:21:00.118,3783.25,profit_target,1.550000000000182,10003.099999999999
2025-07-30 00:22:00.021,3780.48,short,1,3781.78,3778.93,1023,11111,10003.099999999999,2025-07-30 00:22:00.021,3778.93,profit_target,1.550000000000182,10004.649999999998
2025-07-30 00:23:00.090,3780.99,short,1,3782.29,3779.4399999999996,1024,11111,10004.649999999998,2025-07-30 00:23:00.090,3779.4399999999996,profit_target,1.550000000000182,10006.199999999997
2025-07-30 00:24:48.905,3775.35,long,1,3774.0499999999997,3776.9,1025,11111,10006.199999999997,2025-07-30 00:25:00.849,3774.0499999999997,stop_loss,-1.300000000000182,10004.899999999998
2025-07-30 00:26:00.177,3773.12,long,1,3771.8199999999997,3774.67,1027,11111,10004.899999999998,2025-07-30 00:26:00.177,3774.67,profit_target,1.550000000000182,10006.449999999997
2025-07-30 00:27:00.159,3774.69,short,1,3775.9900000000002,3773.14,1028,11111,10006.449999999997,2025-07-30 00:27:28.430,3773.14,profit_target,1.550000000000182,10007.999999999996
2025-07-30 00:49:04.952,3758.75,short,1,3760.05,3757.2,1050,11111,10007.999999999996,2025-07-30 00:49:12.154,3757.2,profit_target,1.550000000000182,10009.549999999996
2025-07-30 00:52:40.810,3758.86,long,1,3757.56,3760.4100000000003,1053,11111,10009.549999999996,2025-07-30 00:52:42.315,3760.4100000000003,profit_target,1.550000000000182,10011.099999999995
2025-07-30 00:53:00.050,3754.23,long,1,3752.93,3755.78,1054,11111,10011.099999999995,2025-07-30 00:53:00.050,3755.78,profit_target,1.550000000000182,10012.649999999994
2025-07-30 01:15:00.271,3780.09,long,1,3778.79,3781.6400000000003,1076,11111,10012.649999999994,2025-07-30 01:15:07.406,3781.6400000000003,profit_target,1.550000000000182,10014.199999999993
2025-07-30 01:33:47.676,3783.77,long,1,3782.47,3785.32,1094,11111,10014.199999999993,2025-07-30 01:33:49.972,3785.32,profit_target,1.550000000000182,10015.749999999993
2025-07-30 01:34:00.121,3770.99,long,1,3769.6899999999996,3772.54,1095,11111,10015.749999999993,2025-07-30 01:34:00.121,3772.54,profit_target,1.550000000000182,10017.299999999992
2025-07-30 01:56:00.040,3799.0,short,1,3800.3,3797.45,1117,11111,10017.299999999992,2025-07-30 01:56:00.374,3797.45,profit_target,1.550000000000182,10018.849999999991
2025-07-30 02:12:27.100,3798.86,long,1,3797.56,3800.4100000000003,1133,11111,10018.849999999991,2025-07-30 02:12:32.748,3800.4100000000003,profit_target,1.550000000000182,10020.39999999999
2025-07-30 02:34:00.045,3802.89,long,1,3801.5899999999997,3804.44,1155,11111,10020.39999999999,2025-07-30 02:34:00.045,3804.44,profit_target,1.550000000000182,10021.94999999999
2025-07-30 02:35:00.103,3806.5,long,1,3805.2,3808.05,1156,11111,10021.94999999999,2025-07-30 02:35:00.103,3808.05,profit_target,1.550000000000182,10023.499999999989
2025-07-30 02:36:00.075,3808.91,long,1,3807.6099999999997,3810.46,1157,11111,10023.499999999989,2025-07-30 02:36:05.544,3810.46,profit_target,1.550000000000182,10025.049999999988
2025-07-30 02:37:00.077,3813.18,short,1,3814.48,3811.6299999999997,1158,11111,10025.049999999988,2025-07-30 02:37:00.077,3811.6299999999997,profit_target,1.550000000000182,10026.599999999988
2025-07-30 02:38:00.067,3809.22,short,1,3810.52,3807.6699999999996,1159,11111,10026.599999999988,2025-07-30 02:38:00.067,3807.6699999999996,profit_target,1.550000000000182,10028.149999999987
2025-07-30 02:39:00.267,3809.8,short,1,3811.1000000000004,3808.25,1160,11111,10028.149999999987,2025-07-30 02:39:00.267,3808.25,profit_target,1.550000000000182,10029.699999999986
2025-07-30 02:40:00.163,3807.58,short,1,3808.88,3806.0299999999997,1161,11111,10029.699999999986,2025-07-30 02:40:00.163,3806.0299999999997,profit_target,1.550000000000182,10031.249999999985
2025-07-30 03:02:28.850,3811.07,long,1,3809.77,3812.6200000000003,1183,11111,10031.249999999985,2025-07-30 03:02:42.505,3812.6200000000003,profit_target,1.550000000000182,10032.799999999985
2025-07-30 03:03:00.438,3809.63,long,1,3808.33,3811.1800000000003,1184,11111,10032.799999999985,2025-07-30 03:03:00.438,3811.1800000000003,profit_target,1.550000000000182,10034.349999999984
2025-07-30 03:05:33.540,3809.12,short,1,3810.42,3807.5699999999997,1186,11111,10034.349999999984,2025-07-30 03:05:41.422,3807.5699999999997,profit_target,1.550000000000182,10035.899999999983
2025-07-30 03:06:00.132,3814.24,short,1,3815.54,3812.6899999999996,1187,11111,10035.899999999983,2025-07-30 03:06:00.132,3812.6899999999996,profit_target,1.550000000000182,10037.449999999983
2025-07-30 03:07:00.021,3811.0,short,1,3812.3,3809.45,1188,11111,10037.449999999983,2025-07-30 03:07:00.021,3809.45,profit_target,1.550000000000182,10038.999999999982
2025-07-30 03:08:00.370,3807.0,long,1,3805.7,3808.55,1189,11111,10038.999999999982,2025-07-30 03:09:33.446,3808.55,profit_target,1.550000000000182,10040.549999999981
2025-07-30 03:12:39.043,3807.78,short,1,3809.0800000000004,3806.23,1193,11111,10040.549999999981,2025-07-30 03:13:45.234,3809.0800000000004,stop_loss,-1.300000000000182,10039.249999999982
2025-07-30 03:14:00.146,3810.0,long,1,3808.7,3811.55,1195,11111,10039.249999999982,2025-07-30 03:14:25.807,3811.55,profit_target,1.550000000000182,10040.799999999981
2025-07-30 03:36:00.377,3815.84,long,1,3814.54,3817.3900000000003,1217,11111,10040.799999999981,2025-07-30 03:36:02.127,3817.3900000000003,profit_target,1.550000000000182,10042.34999999998
2025-07-30 03:37:02.787,3816.49,short,1,3817.79,3814.9399999999996,1218,11111,10042.34999999998,2025-07-30 03:37:46.021,3817.79,stop_loss,-1.300000000000182,10041.049999999981
2025-07-30 03:38:00.026,3817.32,long,1,3816.02,3818.8700000000003,1219,11111,10041.049999999981,2025-07-30 03:38:06.523,3818.8700000000003,profit_target,1.550000000000182,10042.59999999998
2025-07-30 03:42:08.145,3817.0,short,1,3818.3,3815.45,1223,11111,10042.59999999998,2025-07-30 03:42:59.001,3818.3,stop_loss,-1.300000000000182,10041.299999999981
2025-07-30 03:50:54.657,3819.5,long,1,3818.2,3821.05,1231,11111,10041.299999999981,2025-07-30 03:51:53.782,3821.05,profit_target,1.550000000000182,10042.84999999998
2025-07-30 03:57:34.740,3814.84,short,1,3816.1400000000003,3813.29,1238,11111,10042.84999999998,2025-07-30 03:59:17.424,3816.1400000000003,stop_loss,-1.300000000000182,10041.549999999981
2025-07-30 04:21:00.006,3816.11,long,1,3814.81,3817.6600000000003,1262,11111,10041.549999999981,2025-07-30 04:21:00.006,3817.6600000000003,profit_target,1.550000000000182,10043.09999999998
2025-07-30 04:22:00.592,3816.51,long,1,3815.21,3818.0600000000004,1263,11111,10043.09999999998,2025-07-30 04:22:00.592,3818.0600000000004,profit_target,1.550000000000182,10044.64999999998
2025-07-30 04:25:15.347,3820.23,long,1,3818.93,3821.78,1266,11111,10044.64999999998,2025-07-30 04:25:57.160,3818.93,stop_loss,-1.300000000000182,10043.34999999998
2025-07-30 04:26:09.886,3818.78,long,1,3817.48,3820.3300000000004,1267,11111,10043.34999999998,2025-07-30 04:27:34.065,3820.3300000000004,profit_target,1.550000000000182,10044.89999999998
2025-07-30 04:28:16.640,3818.48,short,1,3819.78,3816.93,1269,11111,10044.89999999998,2025-07-30 04:28:35.238,3816.93,profit_target,1.550000000000182,10046.449999999979
2025-07-30 04:29:00.006,3818.99,short,1,3820.29,3817.4399999999996,1270,11111,10046.449999999979,2025-07-30 04:29:00.006,3817.4399999999996,profit_target,1.550000000000182,10047.999999999978
2025-07-30 05:09:00.062,3801.39,short,1,3802.69,3799.8399999999997,1310,11111,10047.999999999978,2025-07-30 05:09:12.775,3799.8399999999997,profit_target,1.550000000000182,10049.549999999977
2025-07-30 05:10:00.022,3809.66,short,1,3810.96,3808.1099999999997,1311,11111,10049.549999999977,2025-07-30 05:10:00.022,3808.1099999999997,profit_target,1.550000000000182,10051.099999999977
2025-07-30 05:11:00.343,3801.61,short,1,3802.9100000000003,3800.06,1312,11111,10051.099999999977,2025-07-30 05:11:00.343,3800.06,profit_target,1.550000000000182,10052.649999999976
2025-07-30 05:12:00.152,3797.09,short,1,3798.3900000000003,3795.54,1313,11111,10052.649999999976,2025-07-30 05:12:00.462,3795.54,profit_target,1.550000000000182,10054.199999999975
2025-07-30 05:19:23.016,3796.78,long,1,3795.48,3798.3300000000004,1320,11111,10054.199999999975,2025-07-30 05:19:28.712,3798.3300000000004,profit_target,1.550000000000182,10055.749999999975
2025-07-30 05:20:00.059,3792.62,long,1,3791.3199999999997,3794.17,1321,11111,10055.749999999975,2025-07-30 05:20:00.059,3794.17,profit_target,1.550000000000182,10057.299999999974
2025-07-30 05:21:00.054,3795.0,long,1,3793.7,3796.55,1322,11111,10057.299999999974,2025-07-30 05:21:00.054,3796.55,profit_target,1.550000000000182,10058.849999999973
2025-07-30 05:23:21.930,3799.28,long,1,3797.98,3800.8300000000004,1324,11111,10058.849999999973,2025-07-30 05:23:30.977,3800.8300000000004,profit_target,1.550000000000182,10060.399999999972
2025-07-30 05:46:04.148,3804.26,long,1,3802.96,3805.8100000000004,1347,11111,10060.399999999972,2025-07-30 05:46:33.606,3802.96,stop_loss,-1.300000000000182,10059.099999999973
2025-07-30 05:48:51.064,3802.99,long,1,3801.6899999999996,3804.54,1349,11111,10059.099999999973,2025-07-30 05:48:51.192,3804.54,profit_target,1.550000000000182,10060.649999999972
2025-07-30 06:10:06.973,3813.29,long,1,3811.99,3814.84,1371,11111,10060.649999999972,2025-07-30 06:10:57.399,3814.84,profit_target,1.550000000000182,10062.199999999972
2025-07-30 06:11:00.134,3813.99,long,1,3812.6899999999996,3815.54,1372,11111,10062.199999999972,2025-07-30 06:11:07.392,3815.54,profit_target,1.550000000000182,10063.74999999997
2025-07-30 06:33:32.043,3822.08,short,1,3823.38,3820.5299999999997,1394,11111,10063.74999999997,2025-07-30 06:34:02.967,3820.5299999999997,profit_target,1.550000000000182,10065.29999999997
2025-07-30 06:40:59.820,3823.32,long,1,3822.02,3824.8700000000003,1401,11111,10065.29999999997,2025-07-30 06:42:18.679,3824.8700000000003,profit_target,1.550000000000182,10066.84999999997
2025-07-30 06:43:00.007,3823.4,long,1,3822.1,3824.9500000000003,1404,11111,10066.84999999997,2025-07-30 06:43:00.007,3824.9500000000003,profit_target,1.550000000000182,10068.399999999969
2025-07-30 06:44:00.394,3824.63,short,1,3825.9300000000003,3823.08,1405,11111,10068.399999999969,2025-07-30 06:44:21.051,3823.08,profit_target,1.550000000000182,10069.949999999968
2025-07-30 06:45:00.038,3827.39,short,1,3828.69,3825.8399999999997,1406,11111,10069.949999999968,2025-07-30 06:45:00.038,3825.8399999999997,profit_target,1.550000000000182,10071.499999999967
2025-07-30 06:46:00.143,3824.78,short,1,3826.0800000000004,3823.23,1407,11111,10071.499999999967,2025-07-30 06:46:00.143,3823.23,profit_target,1.550000000000182,10073.049999999967
2025-07-30 06:47:45.602,3824.13,short,1,3825.4300000000003,3822.58,1408,11111,10073.049999999967,2025-07-30 06:47:51.995,3825.4300000000003,stop_loss,-1.300000000000182,10071.749999999967
2025-07-30 06:48:00.051,3822.49,long,1,3821.1899999999996,3824.04,1409,11111,10071.749999999967,2025-07-30 06:48:00.051,3824.04,profit_target,1.550000000000182,10073.299999999967
2025-07-30 06:49:18.040,3824.99,short,1,3826.29,3823.4399999999996,1410,11111,10073.299999999967,2025-07-30 06:49:59.756,3826.29,stop_loss,-1.300000000000182,10071.999999999967
2025-07-30 06:50:00.211,3825.34,long,1,3824.04,3826.8900000000003,1411,11111,10071.999999999967,2025-07-30 06:52:06.515,3826.8900000000003,profit_target,1.550000000000182,10073.549999999967
2025-07-30 06:53:00.041,3825.47,long,1,3824.1699999999996,3827.02,1414,11111,10073.549999999967,2025-07-30 06:53:00.041,3827.02,profit_target,1.550000000000182,10075.099999999966
2025-07-30 06:54:03.431,3826.56,short,1,3827.86,3825.0099999999998,1415,11111,10075.099999999966,2025-07-30 06:54:08.951,3825.0099999999998,profit_target,1.550000000000182,10076.649999999965
2025-07-30 06:55:00.000,3827.44,short,1,3828.7400000000002,3825.89,1416,11111,10076.649999999965,2025-07-30 06:55:00.000,3825.89,profit_target,1.550000000000182,10078.199999999964
2025-07-30 06:56:00.191,3826.95,short,1,3828.25,3825.3999999999996,1417,11111,10078.199999999964,2025-07-30 06:57:24.703,3825.3999999999996,profit_target,1.550000000000182,10079.749999999964
2025-07-30 07:03:53.782,3826.33,long,1,3825.0299999999997,3827.88,1424,11111,10079.749999999964,2025-07-30 07:04:04.117,3827.88,profit_target,1.550000000000182,10081.299999999963
2025-07-30 07:09:56.828,3825.82,short,1,3827.1200000000003,3824.27,1430,11111,10081.299999999963,2025-07-30 07:10:08.290,3824.27,profit_target,1.550000000000182,10082.849999999962
2025-07-30 07:11:00.050,3830.22,short,1,3831.52,3828.6699999999996,1432,11111,10082.849999999962,2025-07-30 07:11:00.050,3828.6699999999996,profit_target,1.550000000000182,10084.399999999961
2025-07-30 07:12:00.128,3824.88,short,1,3826.1800000000003,3823.33,1433,11111,10084.399999999961,2025-07-30 07:12:00.128,3823.33,profit_target,1.550000000000182,10085.94999999996
2025-07-30 07:13:00.188,3820.19,short,1,3821.4900000000002,3818.64,1434,11111,10085.94999999996,2025-07-30 07:13:00.188,3818.64,profit_target,1.550000000000182,10087.49999999996
